,specimen_id,input_resistance,tau,v_baseline,sag_nearest_minus_100,sag_measured_at,rheobase_i,fi_linear_fit_slope,ap_1_threshold_v_0_long_square,ap_1_peak_v_0_long_square,ap_1_upstroke_0_long_square,ap_1_downstroke_0_long_square,ap_1_upstroke_downstroke_ratio_0_long_square,ap_1_width_0_long_square,ap_1_fast_trough_v_0_long_square,ap_mean_threshold_v_0_long_square,ap_mean_peak_v_0_long_square,ap_mean_upstroke_0_long_square,ap_mean_downstroke_0_long_square,ap_mean_upstroke_downstroke_ratio_0_long_square,ap_mean_width_0_long_square,ap_mean_fast_trough_v_0_long_square,avg_rate_0_long_square,latency_0_long_square,stimulus_amplitude_0_long_square,fi_sqrt_fit_Ic,stimulus_name,sweeps_used,dandiset label,created,species,specimen_id.1,id_full,dandiset_id,age,subject_id,cell_id,brain_region,species_meta,filepath,contributor,umap X,umap Y,pca X,pca Y,GMM cluster label,supervised umap X,supervised umap Y,dandiset_link,file_link,meta_data_link
4851,000020/sub-670689759/sub-670689759_ses-672839632_icephys.nwb,2.356682940201464,1.289137042898016,-66.35596466064453,0.1441477090120315,-92.71875762939452,59.0,0.3696120694642355,-42.4375,44.65625,466.5640815900791,-245.95992302738168,1.8969109920323828,-0.33724216832040854,-56.37500381469727,-38.06597137451172,38.26736068725586,356.4773136745178,-205.57526285237952,1.7267813125388085,0.0005177777777754,-54.11805725097656,9.00000000003896,0.0359599999998363,59.0,20.18978237830745,PLACEHOLDER,[5 6 7 8 9],20,2020-04-30 00:53:01.664000+00:00,House mouse,000020/sub-670689759/sub-670689759_ses-672839632_icephys.nwb,000020/000020/sub-670689759/sub-670689759_ses-672839632_icephys.nwb,20,50.0,670689759,672839632,visual cortex,House mouse,sub-670689759/sub-670689759_ses-672839632_icephys.nwb,"Gouwens, Nathan",5.709737,-9.915215,2.456353009657126,-1.6397316257938603,14,7.549078,4.8697376,https://dandiarchive.org/dandiset/000020,https://dandiarchive.s3.amazonaws.com/blobs/152/ad8/152ad81e-faf4-4d14-bf68-0e7f4eff8857,https://api.dandiarchive.org/api/dandisets/000020/versions/draft/assets/11366192-35b2-40ed-a0e4-9131cffc3bc4/
6070,000109/sub-685740095/sub-685740095_ses-685778879_icephys.nwb,2.4593453562624688,1.2667207363006434,-51.53973388671875,0.1549791693687439,-91.65625,9.0,0.3283062613649275,-34.093753814697266,32.968753814697266,288.72122734616823,-89.62357279075758,3.2214875880951555,-0.05551732785185476,-47.15625381469727,-33.390625,33.062503814697266,282.082054286215,-87.17706920389992,3.236148270108697,0.0009099999999958,-47.390625,2.000000000008658,0.1583799999992792,9.0,22.35296801861205,PLACEHOLDER,[ 9  6 10 11 12],109,2021-06-08 00:45:52.383457+00:00,Human,000109/sub-685740095/sub-685740095_ses-685778879_icephys.nwb,000109/000109/sub-685740095/sub-685740095_ses-685778879_icephys.nwb,109,0.0,685740095,685778879,neocortex,Human,sub-685740095/sub-685740095_ses-685778879_icephys.nwb,"Chartrand, Thomas",15.553757,5.82914,-0.5912621774776766,0.6733788548977576,13,12.775855,0.88173044,https://dandiarchive.org/dandiset/000109,https://dandiarchive.s3.amazonaws.com/blobs/2f9/c5b/2f9c5b2d-d7dd-44db-a6e7-d1edfb7cb282,https://api.dandiarchive.org/api/dandisets/000109/versions/draft/assets/c78d159f-d6a9-4063-8763-6056295a964c/
2336,000020/sub-812386108/sub-812386108_ses-816370401_icephys.nwb,2.5113610507775084,1.5424934181686187,-60.51133346557617,0.0132075911387801,-99.90000915527344,29.0,0.1236842067224557,-36.09375381469727,35.93124771118164,261.34182644347527,-99.2054345329135,2.63434989901455,-0.055517327849436596,-48.59375381469727,-34.67083740234375,35.26666641235352,239.79527167881187,-94.6538148497698,2.5305061918710305,0.0009066666666641,-47.49375534057617,3.000000000006992,0.2196400000002196,29.0,2.777777765681066,PLACEHOLDER,[ 7 10 11 12],20,2020-04-30 00:53:01.664000+00:00,House mouse,000020/sub-812386108/sub-812386108_ses-816370401_icephys.nwb,000020/000020/sub-812386108/sub-812386108_ses-816370401_icephys.nwb,20,55.0,812386108,816370401,visual cortex,House mouse,sub-812386108/sub-812386108_ses-816370401_icephys.nwb,"Gouwens, Nathan",10.600735,19.674723,-0.2275902327360043,1.0382294762914157,13,12.915801,0.65652144,https://dandiarchive.org/dandiset/000020,https://dandiarchive.s3.amazonaws.com/blobs/27d/907/27d90704-b817-481d-b4d3-63b608808618,https://api.dandiarchive.org/api/dandisets/000020/versions/draft/assets/84947119-97bf-4634-ba0e-fb5c94ca6679/
7756,000630/sub-805678822/sub-805678822_ses-805743190_icephys.nwb,2.422114667690271,1.1560221730785074,-65.9942855834961,0.1212925314903259,-100.38125610351562,29.0,0.5014705808688319,-37.16875076293945,46.07500076293945,333.0647889146138,-107.995278920926,3.084068046701221,-0.08618614761585962,-50.95000076293945,-36.915626525878906,45.98125457763672,324.47010936118244,-105.46867618622652,3.0762727423545035,0.0008499999999984,-51.25312805175781,2.000000000004661,0.1592000000001592,29.0,4.272110370852146,PLACEHOLDER,[ 6  9 10 11],630,2023-09-13 20:50:35.329036+00:00,Human,000630/sub-805678822/sub-805678822_ses-805743190_icephys.nwb,000630/000630/sub-805678822/sub-805678822_ses-805743190_icephys.nwb,630,0.0,805678822,805743190,neocortical L1,Human,sub-805678822/sub-805678822_ses-805743190_icephys.nwb,"Chartrand, Thomas",11.760833,17.291126,-0.6225979557125477,-0.0030269113808949,13,12.809211,1.9033786,https://dandiarchive.org/dandiset/000630,https://dandiarchive.s3.amazonaws.com/blobs/41d/df9/41ddf96e-5fee-4b13-a982-b85b09020de9,https://api.dandiarchive.org/api/dandisets/000630/versions/draft/assets/5cc5e95c-4f5f-43c9-986b-fdef7daf173f/
9089,001348/sub-1330942387/sub-1330942387_ses-1331032292_icephys.nwb,1.9450989361530018,0.7877696816062629,-78.35454559326172,0.0196302775293588,-88.40625762939453,69.0,0.4329006661590778,-50.28125381469727,25.0,375.00296854216776,-211.7585648236083,1.7708987065271224,-0.3187587626240509,-66.09375,-50.28125381469727,25.0,375.00296854216776,-211.7585648236083,1.7708987065271224,0.0004800000000004,-66.09375,1.0000000000019589,0.198060000000198,69.0,21.768730122992427,PLACEHOLDER,[ 5  6  8 ... 11 12 13],1348,2025-02-24 19:38:21.113123+00:00,Macaca nemestrina,001348/sub-1330942387/sub-1330942387_ses-1331032292_icephys.nwb,001348/001348/sub-1330942387/sub-1330942387_ses-1331032292_icephys.nwb,1348,0.0,1330942387,1331032292,unknown,Macaca nemestrina,sub-1330942387/sub-1330942387_ses-1331032292_icephys.nwb,"Soliman, Sherif",-9.371819,3.9240315,-0.8671639705131647,-3.342593107759221,12,15.635439,7.4157386,https://dandiarchive.org/dandiset/001348,https://dandiarchive.s3.amazonaws.com/blobs/8ac/264/8ac26484-5d6a-47f9-96d6-d5de43714abc,https://api.dandiarchive.org/api/dandisets/001348/versions/draft/assets/57ee6ae1-51ae-4b8e-8b87-03a6d4af0723/
7337,000209/sub-1075906058/sub-1075906058_ses-1077533543_icephys.nwb,2.4919171851094832,1.530252809699162,-59.73154830932617,0.1423233747482299,-96.8125,50.0,0.0961876848526931,-32.3125,51.00000381469727,431.3181312459287,-133.98968791571633,3.2190397481725697,-0.13966199342619087,-55.96875381469727,-32.3125,51.00000381469727,431.3181312459287,-133.98968791571633,3.2190397481725697,0.0007250000000047,-55.96875381469727,0.9999999999934488,0.0874400000005728,50.0,67.74999292521042,PLACEHOLDER,[13 14 22 ... 25 26 27],209,2021-12-21 19:50:19.326743+00:00,Human,000209/sub-1075906058/sub-1075906058_ses-1077533543_icephys.nwb,000209/000209/sub-1075906058/sub-1075906058_ses-1077533543_icephys.nwb,209,0.0,1075906058,1077533543,neocortex,Human,sub-1075906058/sub-1075906058_ses-1077533543_icephys.nwb,"Wakeman, Wayne",8.045365,17.306503,-1.1101405544576373,-0.5613511709988787,12,16.135048,5.762051,https://dandiarchive.org/dandiset/000209,https://dandiarchive.s3.amazonaws.com/blobs/4fc/665/4fc66573-be2c-491d-aace-7913d642c9a4,https://api.dandiarchive.org/api/dandisets/000209/versions/draft/assets/92ee6e43-aba9-4890-a342-089ff52c4edb/
3786,000020/sub-721974688/sub-721974688_ses-726231735_icephys.nwb,2.507476573058532,1.3750760208839186,-62.53736877441406,0.069547951221466,-99.75000762939452,39.0,0.3514285641040703,-38.28125,7.8125,170.8569155023407,-73.39926852551413,2.3277740900503603,-0.07572071394013466,-47.59375381469727,-34.796875,8.416666984558105,144.3893733033141,-65.84844159998595,2.188310818442002,0.0008933333333292,-45.29687881469727,6.000000000025974,0.0603599999997253,39.0,17.484022370413832,PLACEHOLDER,[5 6 7 8],20,2020-04-30 00:53:01.664000+00:00,House mouse,000020/sub-721974688/sub-721974688_ses-726231735_icephys.nwb,000020/000020/sub-721974688/sub-721974688_ses-726231735_icephys.nwb,20,52.0,721974688,726231735,visual cortex,House mouse,sub-721974688/sub-721974688_ses-726231735_icephys.nwb,"Gouwens, Nathan",5.0392957,0.20440464,1.4881566185796316,0.4389243354166192,3,11.278302,1.8718764,https://dandiarchive.org/dandiset/000020,https://dandiarchive.s3.amazonaws.com/blobs/d98/214/d9821496-4f4f-4f51-a7f7-78d855c352c4,https://api.dandiarchive.org/api/dandisets/000020/versions/draft/assets/5db3e050-c1d6-467e-93eb-747467256a31/
1678,000020/sub-868713341/sub-868713341_ses-874891912_icephys.nwb,1.8218011088696784,0.7257285637982128,-76.10343933105469,0.0408250205218791,-83.94999694824219,370.0,0.8849999267768414,-31.30000114440918,21.131250381469727,337.5867124353722,-236.1731704973099,1.4294033133590736,-0.42021640338284694,-54.72500228881836,-31.30000114440918,21.131250381469727,337.5867124353722,-236.1731704973099,1.4294033133590736,0.0003800000000003,-54.72500228881836,1.0000000000023306,0.1364400000001364,370.0,-0.0196099642672935,PLACEHOLDER,[5 7 8 9],20,2020-04-30 00:53:01.664000+00:00,House mouse,000020/sub-868713341/sub-868713341_ses-874891912_icephys.nwb,000020/000020/sub-868713341/sub-868713341_ses-874891912_icephys.nwb,20,56.0,868713341,874891912,visual cortex,House mouse,sub-868713341/sub-868713341_ses-874891912_icephys.nwb,"Gouwens, Nathan",-14.762694,0.37615958,-0.8420440498704029,-2.121022461074821,11,12.185751,-3.6294274,https://dandiarchive.org/dandiset/000020,https://dandiarchive.s3.amazonaws.com/blobs/4c3/f12/4c3f1207-68c9-4029-935f-2c694af055ec,https://api.dandiarchive.org/api/dandisets/000020/versions/draft/assets/a53daf4e-506b-44b5-8d9d-857d0bd029d6/
7938,000635/sub-1273579455/sub-1273579455_ses-1273682633_icephys.nwb,2.295910545669942,1.1852745179447879,-75.8060073852539,0.2477501630783081,-98.4375,79.0,0.2707093730960756,-42.09375381469727,32.0,324.6798171738386,-157.30073429440912,2.06407057557759,-0.2676062401766293,-48.65625,-38.73437881469727,30.09375,283.44500658059354,-148.79727556690602,1.8952600593573496,0.0005700000000005,-47.71875,2.000000000004684,0.044040000000044,79.0,28.345938685536265,PLACEHOLDER,[ 5  7  8 ... 10 11 12],635,2023-09-15 20:41:36.876957+00:00,Macaca nemestrina,000635/sub-1273579455/sub-1273579455_ses-1273682633_icephys.nwb,000635/000635/sub-1273579455/sub-1273579455_ses-1273682633_icephys.nwb,635,0.0,1273579455,1273682633,unknown,Macaca nemestrina,sub-1273579455/sub-1273579455_ses-1273682633_icephys.nwb,"Soliman, Sherif",-2.9180872,11.150601,-0.382362332134443,-1.2310863764251925,18,10.710055,0.36611098,https://dandiarchive.org/dandiset/000635,https://dandiarchive.s3.amazonaws.com/blobs/9e3/06e/9e306ebd-1a08-4ec6-9ff8-75be9a94ddb8,https://api.dandiarchive.org/api/dandisets/000635/versions/draft/assets/521432d6-d592-4e0c-adbb-5dd1d8169ffa/
1854,000020/sub-853715134/sub-853715134_ses-855439919_icephys.nwb,2.3684307498663335,1.1727892022634268,-59.83097076416016,0.2353337556123733,-86.0875015258789,59.0,0.2263392898662946,-31.737499237060547,48.25,384.8450094262129,-101.05266163952696,3.808360939556688,-0.130768280268613,-37.09375,-31.737499237060547,48.25,384.8450094262129,-101.05266163952696,3.808360939556688,0.0007400000000007,-37.09375,1.0000000000023306,0.0905400000000905,59.0,28.428620301255144,PLACEHOLDER,[ 9 12 13 14 15],20,2020-04-30 00:53:01.664000+00:00,House mouse,000020/sub-853715134/sub-853715134_ses-855439919_icephys.nwb,000020/000020/sub-853715134/sub-853715134_ses-855439919_icephys.nwb,20,85.0,853715134,855439919,visual cortex,House mouse,sub-853715134/sub-853715134_ses-855439919_icephys.nwb,"Gouwens, Nathan",13.458479,11.448757,-1.1171780176078592,0.6593260043638723,11,14.986351,-0.83552766,https://dandiarchive.org/dandiset/000020,https://dandiarchive.s3.amazonaws.com/blobs/9a7/033/9a703317-1459-446f-8a71-415fe005ab47,https://api.dandiarchive.org/api/dandisets/000020/versions/draft/assets/bf4d7fe6-1ec9-4209-bcc4-7a611953f9ff/
9668,001359/sub-1226798098/sub-1226798098_ses-1227828768_icephys.nwb,2.5654689286229084,1.5525684061656075,-59.85773468017578,0.3288045525550842,-100.09375,5.0,0.4006820151492408,-35.5,41.0,318.14737938800994,-103.88748680509094,3.062422522405454,-0.055517327849436596,-60.28125381469727,-35.34375,39.984375,303.36285022452427,-101.3162043244363,2.9924424600970907,0.0008999999999983,-60.18750381469727,2.000000000005873,0.2804000000002804,5.0,6.855707898098892,PLACEHOLDER,[11 12 15 16 21],1359,2025-03-12 20:32:20.781863+00:00,Human,001359/sub-1226798098/sub-1226798098_ses-1227828768_icephys.nwb,001359/001359/sub-1226798098/sub-1226798098_ses-1227828768_icephys.nwb,1359,0.0,1226798098,1227828768,unknown,Human,sub-1226798098/sub-1226798098_ses-1227828768_icephys.nwb,"Gonzalez, Limary",5.9358697,20.559944,-0.865435167260798,0.0323302232783503,10,16.211134,6.387436,https://dandiarchive.org/dandiset/001359,https://dandiarchive.s3.amazonaws.com/blobs/706/4af/7064af98-25bf-43e1-b7a2-2961a6cb800a,https://api.dandiarchive.org/api/dandisets/001359/versions/draft/assets/3476e0df-f063-4aab-82ff-8b1fb799dc2c/
3076,000020/sub-755664525/sub-755664525_ses-758058056_icephys.nwb,2.493544969220024,1.1885110289022973,-70.23320007324219,0.021406291052699,-94.0124969482422,69.0,0.2583756419156996,-31.712501525878903,43.39374923706055,445.5266968705215,-128.02447728250095,3.4800118409186305,-0.23657200643668833,-37.181251525878906,-30.1875,41.28125,408.5395356166273,-115.08989763488078,3.5585719123397768,0.0006200000000006,-36.77812576293945,2.000000000004661,0.1042000000001042,69.0,29.417989417990945,PLACEHOLDER,[3 4 6 7 8],20,2020-04-30 00:53:01.664000+00:00,House mouse,000020/sub-755664525/sub-755664525_ses-758058056_icephys.nwb,000020/000020/sub-755664525/sub-755664525_ses-758058056_icephys.nwb,20,54.0,755664525,758058056,visual cortex,House mouse,sub-755664525/sub-755664525_ses-758058056_icephys.nwb,"Gouwens, Nathan",10.959624,11.527769,-0.644483179054282,0.2330287937323619,18,10.741837,0.1840859,https://dandiarchive.org/dandiset/000020,https://dandiarchive.s3.amazonaws.com/blobs/ba6/033/ba6033ca-166d-44b4-bc0a-ef348d925eac,https://api.dandiarchive.org/api/dandisets/000020/versions/draft/assets/e33d70af-082a-4e8a-a035-fd725fb615a2/
3667,000020/sub-729731783/sub-729731783_ses-731980831_icephys.nwb,2.2248243007113717,0.9088237001107602,-66.89855194091797,0.0594581551849842,-84.21875762939453,190.0,0.265502559740807,-30.28125190734864,19.71875190734864,204.7209460778987,-71.46755601009465,2.86452983013694,-0.05551732785185476,-39.78125,-30.28125190734864,19.71875190734864,204.7209460778987,-71.46755601009465,2.86452983013694,0.0008799999999959,-39.78125,1.000000000004329,0.1116399999994919,190.0,25.11428678524027,PLACEHOLDER,[ 7  8  9 ... 12 13 15],20,2020-04-30 00:53:01.664000+00:00,House mouse,000020/sub-729731783/sub-729731783_ses-731980831_icephys.nwb,000020/000020/sub-729731783/sub-729731783_ses-731980831_icephys.nwb,20,53.0,729731783,731980831,visual cortex,House mouse,sub-729731783/sub-729731783_ses-731980831_icephys.nwb,"Gouwens, Nathan",11.893116,2.9376376,-0.7682947449804985,0.8515970250587322,11,14.239801,-0.97193515,https://dandiarchive.org/dandiset/000020,https://dandiarchive.s3.amazonaws.com/blobs/45b/e8b/45be8b02-20c0-4d69-a79d-99b8f1c70e5f,https://api.dandiarchive.org/api/dandisets/000020/versions/draft/assets/096cca10-c3b1-4f57-a40c-ac5b88306915/
1599,000020/sub-889551983/sub-889551983_ses-893569928_icephys.nwb,2.027094006139599,0.8193487596427258,-67.64737701416016,0.0336248390376567,-79.06250762939453,329.0,0.7212765360676735,-26.5625,24.431251525878903,289.31322327000896,-241.9803844945964,1.195606097883812,-0.39794000867160334,-51.26250076293945,-26.5625,24.431251525878903,289.31322327000896,-241.9803844945964,1.195606097883812,0.0004000000000004,-51.26250076293945,1.0000000000023306,0.2805000000002805,329.0,26.54726368211141,PLACEHOLDER,[ 5  6  7 10 11],20,2020-04-30 00:53:01.664000+00:00,House mouse,000020/sub-889551983/sub-889551983_ses-893569928_icephys.nwb,000020/000020/sub-889551983/sub-889551983_ses-893569928_icephys.nwb,20,56.0,889551983,893569928,visual cortex,House mouse,sub-889551983/sub-889551983_ses-893569928_icephys.nwb,"Gouwens, Nathan",-15.95146,-0.11687931,-1.0700578395907705,-0.739229056463992,12,15.877014,7.620653,https://dandiarchive.org/dandiset/000020,https://dandiarchive.s3.amazonaws.com/blobs/30e/c4c/30ec4c20-abc4-4731-ac25-ff65b2d713af,https://api.dandiarchive.org/api/dandisets/000020/versions/draft/assets/30a8d547-fc18-46c3-b58f-31fa4bb32c55/
9278,001348/sub-1257702203/sub-1257702203_ses-1258152614_icephys.nwb,2.013363955531231,1.1842243259308662,-76.72254180908203,0.021500576287508,-88.96875,139.0,0.105034328359687,-37.25,46.90625,252.6912052680133,-66.2273378112076,3.815512047130039,0.10720996964827557,-47.40625381469727,-37.25,46.90625,252.6912052680133,-66.2273378112076,3.815512047130039,0.0012800000000012,-47.40625381469727,1.0000000000021736,0.2351600000002351,139.0,25.07312521905596,PLACEHOLDER,[ 5  7  8 ... 10 11 12],1348,2025-02-24 19:38:21.113123+00:00,Macaca nemestrina,001348/sub-1257702203/sub-1257702203_ses-1258152614_icephys.nwb,001348/001348/sub-1257702203/sub-1257702203_ses-1258152614_icephys.nwb,1348,0.0,1257702203,1258152614,unknown,Macaca nemestrina,sub-1257702203/sub-1257702203_ses-1258152614_icephys.nwb,"Soliman, Sherif",20.476364,22.925314,-1.1198131047733586,1.149682434812641,12,14.0152025,5.9135633,https://dandiarchive.org/dandiset/001348,https://dandiarchive.s3.amazonaws.com/blobs/ea5/baa/ea5baaad-99f2-4a20-a9ca-dcc342942e71,https://api.dandiarchive.org/api/dandisets/001348/versions/draft/assets/6acc7fd6-59c2-4720-abc4-619ab99d407c/
3484,000020/sub-737835559/sub-737835559_ses-740393823_icephys.nwb,2.3143939595851197,1.3108928750917246,-67.48870849609375,0.1688021421432495,-82.59375762939453,79.0,0.3700000200408499,-35.29375457763672,24.36250114440918,362.4813105473344,-183.6451353780735,1.973813843754084,-0.3565473235134178,-49.681251525878906,-35.29375457763672,24.36250114440918,362.4813105473344,-183.6451353780735,1.973813843754084,0.0004400000000004,-49.681251525878906,1.0000000000023306,0.1384800000001385,79.0,14.494623092458792,PLACEHOLDER,[3 5 6 7],20,2020-04-30 00:53:01.664000+00:00,House mouse,000020/sub-737835559/sub-737835559_ses-740393823_icephys.nwb,000020/000020/sub-737835559/sub-737835559_ses-740393823_icephys.nwb,20,55.0,737835559,740393823,visual cortex,House mouse,sub-737835559/sub-737835559_ses-740393823_icephys.nwb,"Gouwens, Nathan",-6.273343,9.94357,-0.9933983914045345,-1.3376980168197292,11,14.13855,-3.0443084,https://dandiarchive.org/dandiset/000020,https://dandiarchive.s3.amazonaws.com/blobs/7e3/187/7e3187a6-e0f6-4105-920b-0f9b5150964f,https://api.dandiarchive.org/api/dandisets/000020/versions/draft/assets/39a700b2-a197-42c3-bfb5-db250ce7426a/
5340,000020/sub-643830424/sub-643830424_ses-645169915_icephys.nwb,2.0362505025862183,0.8195243206683329,-68.86378479003906,0.0556026138365268,-79.0,259.0,0.2374999803501916,-30.87500190734864,18.87500190734864,195.88039484899585,-60.1551009013816,3.2562557773799194,-0.008773924309499291,-45.78125,-30.5625,18.31875228881836,181.6007343918136,-54.73196530245415,3.321947524034898,0.0010399999999952,-45.32500076293945,5.000000000021645,0.5080999999976876,259.0,5.59523809524727,PLACEHOLDER,[4 6 8],20,2020-04-30 00:53:01.664000+00:00,House mouse,000020/sub-643830424/sub-643830424_ses-645169915_icephys.nwb,000020/000020/sub-643830424/sub-643830424_ses-645169915_icephys.nwb,20,49.0,643830424,645169915,visual cortex,House mouse,sub-643830424/sub-643830424_ses-645169915_icephys.nwb,"Gouwens, Nathan",16.127205,29.871878,0.3252939806651177,1.7467613970407443,5,12.298233,8.506656,https://dandiarchive.org/dandiset/000020,https://dandiarchive.s3.amazonaws.com/blobs/5b2/6c7/5b26c7ea-cbe1-4b7e-8dc4-5226ccac6837,https://api.dandiarchive.org/api/dandisets/000020/versions/draft/assets/5a0d8719-3b7c-41f7-b235-3640d3f242e7/
7460,000228/sub-H18-28-020/sub-H18-28-020_obj-1lngkye_icephys.nwb,1.6879745904514796,1.0216561168752807,-67.16099548339844,0.3158129155635834,-89.15625,90.0,0.6442857262557284,-35.375,42.65625,658.8781856726148,-437.4961931970244,1.5060203858182877,-0.5934598195633198,-59.90625,-35.39583206176758,42.08333206176758,645.7900124187479,-432.81761187182246,1.492174182726241,0.0002600000000017,-59.90625,2.999999999982346,0.0587600000003849,90.0,16.73128524362975,"{
    ""cycle_id"": 10101,
    ""file"": ""H18.28.020.11.11.dat"",
    ""group_label"": ""PGS4_180613_705_A01"",
    ""series_label"": ""extpinbath"",
    ""sweep_label"": """"
}",[10 11 13 14],228,2022-03-30 17:27:56.819855+00:00,Human,000228/sub-H18-28-020/sub-H18-28-020_obj-1lngkye_icephys.nwb,000228/000228/sub-H18-28-020/sub-H18-28-020_obj-1lngkye_icephys.nwb,228,,,,neocortex,Human,sub-H18-28-020/sub-H18-28-020_obj-1lngkye_icephys.nwb,"Chartrand, Thomas",-12.682024,8.816345,-0.3784409223475573,-4.106391556524412,16,17.889767,4.5324492,https://dandiarchive.org/dandiset/000228,https://dandiarchive.s3.amazonaws.com/blobs/948/658/94865815-7c2a-430e-826d-2de1c14db63b,https://api.dandiarchive.org/api/dandisets/000228/versions/draft/assets/1a4018ed-a55e-44c4-9068-3b352b0400ac/
4798,000020/sub-673134052/sub-673134052_ses-674168242_icephys.nwb,2.0941867488595522,0.8551499693411586,-63.498817443847656,0.0050316550768911,-78.03125762939453,110.0,0.6102678831543432,-34.6875,8.15625,214.00432713630852,-131.2085890407861,1.6310237668189955,-0.2676062401790421,-54.78125381469727,-35.730770111083984,9.040864944458008,227.87146249460915,-132.88804815950837,1.7138557099861929,0.0005446153846129,-54.50480651855469,13.000000000056277,0.0668599999996957,110.0,-2.1224023779225543,PLACEHOLDER,[ 5  8  9 10],20,2020-04-30 00:53:01.664000+00:00,House mouse,000020/sub-673134052/sub-673134052_ses-674168242_icephys.nwb,000020/000020/sub-673134052/sub-673134052_ses-674168242_icephys.nwb,20,49.0,673134052,674168242,visual cortex,House mouse,sub-673134052/sub-673134052_ses-674168242_icephys.nwb,"Gouwens, Nathan",3.185296,-14.995046,4.429794068536666,-1.0480530256321812,4,8.443957,-4.462127,https://dandiarchive.org/dandiset/000020,https://dandiarchive.s3.amazonaws.com/blobs/77b/e84/77be843a-4c34-4241-b191-8d3a38ea4c73,https://api.dandiarchive.org/api/dandisets/000020/versions/draft/assets/f9c55348-a487-4728-8393-b13423628264/
10227,001465/sub-1420407314/sub-1420407314_ses-1420591431_icephys.nwb,2.3343282224969935,1.2019558666383818,-63.35346603393555,0.3401983082294464,-94.50000762939452,130.0,0.135958091748602,-29.81250190734864,31.5625,249.15279029429016,-115.99901349284444,2.147887148278718,-0.14266750356830932,-44.93750381469727,-30.02083396911621,29.33333396911621,226.94423620332552,-111.80146928262307,2.027687525370767,0.000719999999998,-44.55208206176758,3.0,0.0954400000004019,130.0,39.9852820071403,PLACEHOLDER,[12 13 14 ... 21 22 23],1465,2025-05-30 18:36:35.254027+00:00,Macaca nemestrina,001465/sub-1420407314/sub-1420407314_ses-1420591431_icephys.nwb,001465/001465/sub-1420407314/sub-1420407314_ses-1420591431_icephys.nwb,1465,0.0,1420407314,1420591431,unknown,Macaca nemestrina,sub-1420407314/sub-1420407314_ses-1420591431_icephys.nwb,"Gonzalez, Limary",-2.034401,-6.529707,-0.0903345859409099,0.4149878756541036,14,7.5137978,3.4193833,https://dandiarchive.org/dandiset/001465,https://dandiarchive.s3.amazonaws.com/blobs/176/999/17699963-e94f-4134-b867-15b516a7aff4,https://api.dandiarchive.org/api/dandisets/001465/versions/draft/assets/9c78daf7-1b72-4062-ba8d-9579ecb70cc1/
10488,001626/sub-1431907338/sub-1431907338_ses-1432177272_icephys.nwb,2.6513301346091893,1.2022759392156486,-63.84685516357422,0.1393207013607025,-99.71875762939452,30.0,-0.0811722837273091,-35.25,39.0625,424.2328488948947,-158.23231099852512,2.68107598389844,-0.25181197299379965,-47.46875,-32.95833206176758,38.79166793823242,392.7560450258713,-149.16272612483218,2.631560586524809,0.0005800000000003,-46.61458206176758,1.7094017094017095,0.0044199999999686,30.0,-12.134146341463412,PLACEHOLDER,[57 58 27 81],1626,2025-10-13 14:10:59.421131+00:00,Macaca mulatta - Rhesus monkey,001626/sub-1431907338/sub-1431907338_ses-1432177272_icephys.nwb,001626/001626/sub-1431907338/sub-1431907338_ses-1432177272_icephys.nwb,1626,0.0,1431907338,1432177272,unknown,Macaca mulatta - Rhesus monkey,sub-1431907338/sub-1431907338_ses-1432177272_icephys.nwb,"Gonzalez, Limary",9.434864,13.0491905,-0.5720145648007888,-0.8488329471458012,18,10.436401,0.09788436,https://dandiarchive.org/dandiset/001626,https://dandiarchive.s3.amazonaws.com/blobs/da3/166/da31664a-2974-466d-b5eb-3209339ba396,https://api.dandiarchive.org/api/dandisets/001626/versions/draft/assets/9da6f14f-2eaa-4268-a500-c249d17a3111/
1998,000020/sub-842380499/sub-842380499_ses-847087776_icephys.nwb,1.9321253160685419,0.900069182530565,-65.33482360839844,0.0169581305235624,-74.98750305175781,289.0,0.4176470242682327,-30.806251525878903,29.200000762939453,406.69422253821847,-349.5004632151671,1.1636443019185372,-0.49485002167968684,-58.05000305175781,-31.00000190734864,29.084375381469727,403.3723337679647,-346.4243425387656,1.1643373992252224,0.0003200000000003,-57.80469131469727,4.000000000009322,0.1217400000001217,289.0,1.6991496914079816,PLACEHOLDER,[ 5  6  7 10 11],20,2020-04-30 00:53:01.664000+00:00,House mouse,000020/sub-842380499/sub-842380499_ses-847087776_icephys.nwb,000020/000020/sub-842380499/sub-842380499_ses-847087776_icephys.nwb,20,61.0,842380499,847087776,visual cortex,House mouse,sub-842380499/sub-842380499_ses-847087776_icephys.nwb,"Gouwens, Nathan",-13.441547,-3.1465209,0.3289835339645445,-2.3443396667098053,4,9.061528,-4.7524667,https://dandiarchive.org/dandiset/000020,https://dandiarchive.s3.amazonaws.com/blobs/3af/cf8/3afcf84a-d925-43f8-9e23-b04d4ebe2669,https://api.dandiarchive.org/api/dandisets/000020/versions/draft/assets/ac3c01eb-8279-4495-82cc-a2c9786483ad/
